Дата,Поступление,Списание,Назначение платежа,Контрагент,Вид операции,Вх.номер,Вх.дата,Организация,Банковский счет,Комментарий
21.02.2023,3240.0,,,ДЖАННІ-ХХІ ,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
21.02.2023,5700.24,,,ФІЗИЧНА ОСОБА-ПІДПРИЄМЕЦЬ ВАЛЯЄВ ОЛЕГ ІВАНОВИЧ,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
21.02.2023,5000.0,,,"Товариство з обмеженою відповідальністю ""ВІТІС ГРУП""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
21.02.2023,2700.0,,,"Товариство з обмеженою відповідальністю ""ТАЙКУЛЬТ""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
21.02.2023,900.0,,,"TOBAPИCTBO 3 OБMEЖЕHOЮ ВІДПОВІДАЛЬНІСТЮ ""КАНАПА""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
21.02.2023,370.02,,,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ОБ'ЄДНАНА ТОРГОВЕЛЬНА КОМПАНІЯ ""ЄВРОПЛЮС""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
22.02.2023,5400.0,,,"Товариство з обмеженою відповідальністю ""КІТКУЛЬТ""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
23.02.2023,22498.01,,,БЮРО ВИН,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
23.02.2023,5109.0,,,БЮРО ВИН,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
23.02.2023,22950.03,,,"Товариство з обмеженою відповідальністю ""ТС ПЛЮС""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
24.02.2023,3000.24,,,"Товариство з обмеженою відповідальністю ""СОФІЯ ГОТЕЛЬ КИЇВ""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
27.02.2023,5700.0,,,ФОП «Дементьєва О.В.»,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
27.02.2023,10200.24,,,"Товариство з обмеженою відповідальністю ""Укрпродуктмісія-2014""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
27.02.2023,5400.0,,,"Товариство з обмеженою відповідальністю ""ЯКУЛЬТ""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
27.02.2023,3500.1,,,"Товариство з обмеженою відповідальністю ""ДАРНІ""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
28.02.2023,20000.0,,,"Товариство з обмеженою відповідальністю ""Артвайн Компані""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
28.02.2023,8700.0,,,ZWIN (львівська випічка),Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
28.02.2023,4200.12,,,"Товариство з обмеженою відповідальністю ""БОГІВ""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
28.02.2023,9000.0,,,"Товариство з обмеженою відповідальністю ""БОГІВ""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
28.02.2023,3000.24,,,Товариство з обмеженою відповідальність ЛАВЛІ АНКЛ,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
01.03.2023,2100.06,,,"Товариство з обмеженою відповідальністю ""ДАРНІ""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
02.03.2023,7200.0,,,"Товариство з обмеженою відповідальністю ""Бароло""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
02.03.2023,17557.8,,,БЮРО ВИН,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
02.03.2023,2402.4,,,БЮРО ВИН,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
02.03.2023,134667.44,,,"Товариство з обмеженою відповідальністю ""ТС ПЛЮС""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
03.03.2023,4500.06,,,"Товариство з обмеженою відповідальністю ""БОГІВ""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
06.03.2023,7000.0,,,"Товариство з обмеженою відповідальністю ""ВИНО І ЗДОРОВ'Я""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
06.03.2023,2430.0,,,"Товариство з обмеженою вiдповiдальнiстю ""Шато сервіс""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
06.03.2023,4799.96,,,Товариство з обмеженою відповідальністю «Охота 2022»,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
06.03.2023,870.03,,,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ВИНФОРТ""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
06.03.2023,2850.12,,,"Товариство з обмеженою відповідальністю ""ШОСЬ""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
06.03.2023,3260.04,,,ТРЕ БІК'ЄРІ,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
06.03.2023,2000.0,,,Фізична особа-підприємець Степова Марина Станіславовна,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
07.03.2023,2700.0,,,"Товариство з обмеженою відповідальністю ""ТАЙКУЛЬТ""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
07.03.2023,1400.04,,,"Приватне підприємство ""Мон Піус""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
08.03.2023,21866.21,,,БЮРО ВИН,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
08.03.2023,9048.0,,,БЮРО ВИН,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
09.03.2023,2700.0,,,"Товариство з обмеженою відповідальністю ""ТАЙКУЛЬТ""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
09.03.2023,20000.0,,,"Товариство з обмеженою відповідальністю ""Артвайн Компані""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
09.03.2023,5000.0,,,"Товариство з обмеженою відповідальністю ""ВІТІС ГРУП""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
10.03.2023,1600.02,,,Товариство з обмеженою відповідальністю «044 КАВА»,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
10.03.2023,6000.18,,,"Товариство з обмеженою відповідальністю ""ІКФ ""ІНТЕХНА-ЛЬВІВ""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
10.03.2023,11600.28,,,"Товариство з обмеженою відповідальністю ""БОГІВ""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
10.03.2023,43359.6,,,"Товариство з обмеженою відповідальністю  ""АГРОСВІТ ТД""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
13.03.2023,3000.24,,,Товариство з обмеженою відповідальність ЛАВЛІ АНКЛ,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
13.03.2023,116227.8,,,"Veiniekspress, Естонія",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
14.03.2023,2000.0,,,Фізична особа-підприємець Степова Марина Станіславовна,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
14.03.2023,20000.0,,,"Товариство з обмеженою відповідальністю ""Артвайн Компані""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
