Дата,Поступление,Списание,Назначение платежа,Контрагент,Вид операции,Вх.номер,Вх.дата,Организация,Банковский счет,Комментарий
29.07.2025,3360.0,,,"Товариство з обмеженою відповідальністю ""БОГІВ""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
29.07.2025,20998.8,,,"Товариство з обмеженою відповідальністю ""БОГІВ""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
30.07.2025,12799.92,,,"Товариство з обмеженою відповідальністю ""Панна груп""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
30.07.2025,60863.4,,,БЮРО ВИН,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
30.07.2025,7694.7,,,БЮРО ВИН,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
31.07.2025,9900.0,,,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «Хостели України»,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
31.07.2025,10000.0,,,"Товариство з обмеженою відповідальністю ""ВИНО І ЗДОРОВ'Я""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
31.07.2025,5279.76,,,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «Хостели України»,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
01.08.2025,13549.92,,,Круасанчик,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
04.08.2025,2000.0,,,Фізична особа-підприємець Степова Марина Станіславовна,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
04.08.2025,448127.9,,,Regala AS c/o,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
05.08.2025,3510.18,,,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «БРОІЛ ГРУП»,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
05.08.2025,4500.0,,,Фізична особа підприємець Повзун Володимир Костянтинович,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
05.08.2025,13446.0,,,"Товариство з обмеженою відповідальністю ""БЕСТПРОЖЕКТ""РапонгиНиколаев",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
05.08.2025,26908.2,,,"Товариство з обмеженою відповідальністю ""ТС ПЛЮС""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
05.08.2025,,2400.12,"Повернення оплати за договором основний
Сума 2400,12
В т.ч. ПДВ(20%) 400,02",ФІЗИЧНА ОСОБА - ПІДПРИЄМЕЦЬ ЧЕРНИШЕВ МИХАЙЛО ВОЛОДИМИРОВИЧ,Возврат покупателю,,,Бейкуш Вайнери,Приватбанк,
06.08.2025,19262.1,,,БЮРО ВИН,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
06.08.2025,29086.2,,,БЮРО ВИН,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
07.08.2025,5100.06,,,"TOBAPИCTBO 3 OБMEЖЕHOЮ ВІДПОВІДАЛЬНІСТЮ ""КАНАПА""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
08.08.2025,5000.0,,,"Товариство з обмеженою відповідальністю ""ВЕСТ ВАЙН""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
08.08.2025,11320.02,,,"Товариство з обмеженою відповідальністю ""ВИННИЙ КРАЙ""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
08.08.2025,11420.34,,,Товариство з обмеженою відповідальністю “Вайн Клаб Біологіст”,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
11.08.2025,16735.5,,,Товариство з обмеженою відповідальністю «ЮВАЙНС»,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
11.08.2025,1950.02,,,Товариство з обмеженою відповідальністю «М`ясо та Вино»,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
11.08.2025,2700.0,,,"Товариство з обмеженою відповідальністю ""ЮГ""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
11.08.2025,3520.08,,,"Товариство з обмеженою відповідвідальністю ""Тиха Ніч""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
11.08.2025,8499.86,,,"Товариство з обмеженою відповідальністю ""Панна груп""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
11.08.2025,10586.16,,,"Товариство з обмеженою відповідальністю ""ПВ Україна""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
11.08.2025,16735.5,,,Товариство з обмеженою відповідальністю «ЮВАЙНС»,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
12.08.2025,3689.82,,,"Товариство з обмеженою відповідальністю ""ІНША ПОЛТАВА""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
12.08.2025,5119.92,,,"Товариство з обмеженою відповідальністю ""БОГІВ""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
12.08.2025,7080.12,,,Фізична особа підприємець Смірнова Альона Ігорівна,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
12.08.2025,7310.4,,,"Товариство з обмеженою відповідальністю ""ВЕСТ ВАЙН""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
13.08.2025,2400.12,,,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ЮНАЙТЕД ФУД ПРОДЖЕКТ""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
13.08.2025,3839.94,,,Товариство з обмеженою відповідальністю “СТРІЧКА АКАДЕМІЯ”,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
13.08.2025,4140.0,,,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""НЕОБІСТРО""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
13.08.2025,14839.5,,,БЮРО ВИН,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
13.08.2025,25303.2,,,БЮРО ВИН,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
14.08.2025,200.16,,,ФІЗИЧНА ОСОБА - ПІДПРИЄМЕЦЬ ЧЕРНИШЕВ МИХАЙЛО ВОЛОДИМИРОВИЧ,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
14.08.2025,2899.98,,,Фізична особа-підприємець Буба Вероніка Анатоліївна,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
15.08.2025,11900.04,,,"Товариство з обмеженою відповідальністю ""Тарілка""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
15.08.2025,400000.0,,,"Товариство з обмеженою відповідальністю ""Сільпо-Фуд""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
18.08.2025,1700.04,,,"TOBAPИCTBO 3 OБMEЖЕHOЮ ВІДПОВІДАЛЬНІСТЮ ""ВОМБАТ""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
18.08.2025,2399.94,,,Фізична особа підприємець Повзун Володимир Костянтинович,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
18.08.2025,4500.0,,,"Товариство з обмеженою відповідальністю ""СЕВЕН ЛЕЙКС""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
18.08.2025,5280.12,,,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""НЕОБІСТРО""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
18.08.2025,164240.1,,,"Ukrainian wine company UK LTD, Великобританія",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
19.08.2025,4800.24,,,ФОП Федорук Надія Володимирівна,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
19.08.2025,5999.76,,,"Товариство з обмеженою відповідальністю ""ТАЙКУЛЬТ""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
19.08.2025,13200.0,,,"Товариство з обмеженою відповідальністю ""ГОТЕЛЬ ХЕЙ""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
20.08.2025,4500.0,,,ФІЗИЧНА ОСОБА – ПІДПРИЄМЕЦЬ БОЙЧУК НАТАЛІЯ РОМАНІВНА,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
20.08.2025,4500.0,,,ФІЗИЧНА ОСОБА - ПІДПРИЄМЕЦЬ ШАТИЛО ОЛЕКСІЙ ОЛЕКСІЙОВИЧ,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
20.08.2025,4500.0,,,ФІЗИЧНА ОСОБА – ПІДПРИЄМЕЦЬ ШЕПЕЛЬ ЄЛИЗАВЕТА ВІТАЛІЇВНА,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
20.08.2025,5100.12,,,Фізична особа підприємець Смірнова Альона Ігорівна,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
20.08.2025,49471.5,,,БЮРО ВИН,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
20.08.2025,16430.7,,,БЮРО ВИН,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
20.08.2025,461978.4,,,"Ukrainian wine company UK LTD, Великобританія",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
21.08.2025,5000.0,,,"Товариство з обмеженою відповідальністю ""ВЕСТ ВАЙН""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
22.08.2025,8695.02,,,Фізична особа-підприємець Ореховська Валентина Олександрівна,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
22.08.2025,4889.88,,,"Товариство з обмеженою відповідальністю ""БОГІВ""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
22.08.2025,13500.0,,,"Товариство з обмеженою відповідальністю ""Бароло""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
22.08.2025,2700.0,,,ФІЗИЧНА ОСОБА - ПІДПРИЄМЕЦЬ АНДРОСОВА ОКСАНА ВАСИЛІВНА,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
22.08.2025,4500.0,,,ФІЗИЧНА ОСОБА – ПІДПРИЄМЕЦЬ ЛАЗАРЄВ ВАЛЕНТИН СЕРГІЙОВИЧ,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
22.08.2025,4500.0,,,ФІЗИЧНА ОСОБА – ПІДПРИЄМЕЦЬ ПРИХОДЬКО ОЛЕСЯ ФЕДОРІВНА,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
22.08.2025,4500.0,,,ФІЗИЧНА ОСОБА – ПІДПРИЄМЕЦЬ ПАНІШЕВА ЮЛІЯ СЕРГІЇВНА,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
22.08.2025,4500.0,,,ФІЗИЧНА ОСОБА – ПІДПРИЄМЕЦЬ Цубера Мирослава Іванівна,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
22.08.2025,4500.0,,,ФІЗИЧНА ОСОБА – ПІДПРИЄМЕЦЬ ОГУРЦОВА ОЛЕНА ПАВЛІВНА,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
23.08.2025,4500.0,,,ФІЗИЧНА ОСОБА – ПІДПРИЄМЕЦЬ КУПО-ТКАЧЕНКО ОЛЕГ ДМИТРОВИЧ,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
24.08.2025,4000.0,,,Товариство з обмеженою відповідальністю «М`ясо та Вино»,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
25.08.2025,10800.36,,,Фізична особа-підприємець Корнієнко Наталія Олегівна,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
25.08.2025,22035.06,,,"Товариство з обмеженою відповідальністю ""ДАЛІ БУДЕ Ресто""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
26.08.2025,3780.0,,,"Товариство з обмеженою відповідальністю ""БЕСТПРОЖЕКТ""РапонгиНиколаев",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
26.08.2025,13584.66,,,"Товариство з обмеженою відповідальністю ""ПОВЕРНЕННЯ""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
26.08.2025,4620.24,,,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «Хостели України»,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
26.08.2025,5949.96,,,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ВИНФОРТ""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
26.08.2025,7090.24,,,"Товариство з обмеженою відповідальністю ""ВЕСТ ВАЙН""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
26.08.2025,2254.92,,,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ОБ'ЄДНАНА ТОРГОВЕЛЬНА КОМПАНІЯ ""ЄВРОПЛЮС""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
26.08.2025,4500.0,,,"Товариство з обмеженою відповідальністю ""Панна груп""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
26.08.2025,5400.0,,,Фізична особа-підприємець Кіптяк Оксана Володимирівна,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
26.08.2025,13817.52,,,"Товариство з обмеженою відповідальністю ""ПВ Україна""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
27.08.2025,4099.98,,,"Товариство з обмеженою відповідальністю ""ВИННИЙ КРАЙ""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
27.08.2025,72083.7,,,БЮРО ВИН,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
27.08.2025,20202.0,,,БЮРО ВИН,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
28.08.2025,1320.0,,,ДЖАННІ-ХХІ ,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
28.08.2025,1458.35,,,"Товариство з обмеженою відповідальністю ""ВИНОВНИКИ""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
28.08.2025,12299.76,,,"Товариство з обмеженою відповідальністю ""ІНША ПОЛТАВА""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
29.08.2025,20000.0,,,"Товариство з обмеженою відповідальністю ""Артвайн Компані""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
29.08.2025,7459.92,,,Товариство з обмеженою відповідальністю «ВИНО І МОРЕ»,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
29.08.2025,6545.96,,,"Товариство з обмеженою відповідальністю ""ВИНО І ЗДОРОВ'Я""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
29.08.2025,15000.0,,,"Товариство з обмеженою відповідальністю ""ВІТІС ГРУП""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
29.08.2025,324977.4,,,"Veiniekspress, Естонія",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
31.08.2025,8280.0,,,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""НЕОБІСТРО""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
31.08.2025,7069.92,,,Фізична особа-підприємець Травіна Наталія Борисівна,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
01.09.2025,2400.12,,,Товариство з обмеженою відповідальністю «Фаббрика»,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
02.09.2025,10000.0,,,"Товариство з обмеженою відповідальністю ""Артвайн Компані""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
02.09.2025,2499.96,,,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ВИНФОРТ""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
02.09.2025,7320.24,,,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «БРОІЛ ГРУП»,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
02.09.2025,4620.24,,,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «Хостели України»,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
03.09.2025,20760.3,,,ZWIN (львівська випічка),Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
03.09.2025,26941.2,,,БЮРО ВИН,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
03.09.2025,36472.8,,,БЮРО ВИН,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
04.09.2025,12000.0,,,Фізична особа-підприємець Корнієнко Наталія Олегівна,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
04.09.2025,139473.6,,,"Veiniekspress, Естонія",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
05.09.2025,10499.4,,,ФІЗИЧНА ОСОБА - ПІДПРИЄМЕЦЬ Корнєєв Олександр Олексійович,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
05.09.2025,22530.42,,,"Товариство з обмеженою відповідальністю ""ДЕКАНТЕР КЛУБ""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
05.09.2025,2639.88,,,"Товариство з обмеженою відповідальністю ""БОГІВ""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
06.09.2025,2736.0,,,"Товариство з обмеженою вiдповiдальнiстю ""Шато сервіс""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
08.09.2025,4310.1,,,Товариство з обмеженою відповідальністю «М`ясо та Вино»,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
08.09.2025,4739.76,,,БАРИКАДА 2022,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
08.09.2025,33598.08,,,Товариство з обмеженою відповідальністю “СТРІЧКА АКАДЕМІЯ”,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
08.09.2025,14709.6,,,"Товариство з обмеженою відповідальністю ""ПВ Україна""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
08.09.2025,10350.0,,,"Товариство з обмеженою відповідальністю ""ВЕСТ ВАЙН""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
09.09.2025,6409.56,,,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ОБ'ЄДНАНА ТОРГОВЕЛЬНА КОМПАНІЯ ""ЄВРОПЛЮС""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
09.09.2025,5940.0,,,"Товариство з обмеженою відповідальністю ""БЕСТПРОЖЕКТ""РапонгиНиколаев",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
09.09.2025,1039987.0,,,АКЦІОНЕРНЕ ТОВАРИСТВО «КРЕДІ АГРІКОЛЬ БАНК»,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
09.09.2025,4509.96,,,ФІЗИЧНА ОСОБА - ПІДПРИЄМЕЦЬ ГАРБИЧ АНДРІЙ МИКОЛАЙОВИЧ,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
09.09.2025,800.04,,,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ВИНФОРТ""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
09.09.2025,10199.88,,,"Товариство з обмеженою відповідальністю ""БЛУРІЧ КОРПОРЕЙШН""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
10.09.2025,11039.4,,,Товариство з обмеженою відповідальністю “СТРІЧКА АКАДЕМІЯ”,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
10.09.2025,128567.4,,,БЮРО ВИН,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
10.09.2025,9987.9,,,БЮРО ВИН,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
10.09.2025,25000.0,,,"Товариство з обмеженою відповідальністю ""ВІТІС ГРУП""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
11.09.2025,2505.06,,,"Товариство з обмеженою відповідальністю ""ЮГ""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
11.09.2025,10380.24,,,"Товариство з обмеженою відповідальністю ""БЛУРІЧ КОРПОРЕЙШН""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
12.09.2025,4590.0,,,"Товариство з обмеженою відповідальністю ""ВИННИЙ КРАЙ""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
12.09.2025,6350.04,,,"Товариство з обмеженою відповідальністю ""БОГІВ""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
15.09.2025,10000.0,,,"Товариство з обмеженою відповідальністю ""Артвайн Компані""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
15.09.2025,5100.12,,,Фізична особа підприємець Смірнова Альона Ігорівна,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
15.09.2025,10900.08,,,"Товариство з обмеженою відповідальністю ""Панна груп""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
15.09.2025,600000.0,,,"Товариство з обмеженою відповідальністю ""Сільпо-Фуд""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
16.09.2025,10439.64,,,"Товариство з обмеженою відповідальністю ""ІНША ПОЛТАВА""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
16.09.2025,5100.12,,,ДЖАННІ-ХХІ ,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
16.09.2025,1890.0,,,"Товариство з обмеженою відповідальністю ""БЕСТПРОЖЕКТ""РапонгиНиколаев",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
16.09.2025,10439.64,,,"Товариство з обмеженою відповідальністю ""ІНША ПОЛТАВА""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
16.09.2025,1699.98,,,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ВИНФОРТ""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
16.09.2025,2310.12,,,Фізична особа підприємець СЕБЕСЕВИЧ ДАНА ОЛЕГІВНА,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
16.09.2025,10000.0,,,"Товариство з обмеженою відповідальністю ""Артвайн Компані""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
17.09.2025,5999.76,,,"Товариство з обмеженою відповідальністю ""ТАЙКУЛЬТ""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
17.09.2025,10000.0,,,"Товариство з обмеженою відповідальністю ""Артвайн Компані""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
17.09.2025,15756.0,,,БЮРО ВИН,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
17.09.2025,75761.4,,,БЮРО ВИН,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
18.09.2025,4166.64,,,"Товариство з обмеженою відповідальністю ""Піплз лайф""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
18.09.2025,6500.04,,,"Товариство з обмеженою відповідальністю ""САНТЕ-АЛКО""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
18.09.2025,4166.64,,,"Товариство з обмеженою відповідальністю ""Піплз лайф""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
18.09.2025,,4166.64,"Повернення оплати за договором юнит сити
Сума 4166,64
В т.ч. ПДВ(20%) 694,44","Товариство з обмеженою відповідальністю ""ФУД ХАБ""",Возврат покупателю,,,Бейкуш Вайнери,Приватбанк,
19.09.2025,3850.2,,,"TOBAPИCTBO 3 OБMEЖЕHOЮ ВІДПОВІДАЛЬНІСТЮ ""ВОМБАТ""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
19.09.2025,10000.0,,,"Товариство з обмеженою відповідальністю ""Артвайн Компані""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
22.09.2025,1099.94,,,Товариство з обмеженою відповідальністю «М`ясо та Вино»,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
22.09.2025,5279.76,,,Товариство з обмеженою відповідальністю “СТРІЧКА АКАДЕМІЯ”,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
22.09.2025,5000.0,,,"Товариство з обмеженою відповідальністю ""ВЕСТ ВАЙН""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
22.09.2025,2199.96,,,ФІЗИЧНА ОСОБА - ПІДПРИЄМЕЦЬ Бондаренко Віталій Юрійович,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
22.09.2025,9554.94,,,"Товариство з обмеженою відповідальністю ""ВИННИЙ КРАЙ""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
23.09.2025,2214.96,,,Фізична особа-підприємець Буба Вероніка Анатоліївна,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
23.09.2025,2400.12,,,Товариство з обмеженою відповідальністю «Фаббрика»,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
23.09.2025,6509.16,,,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ОБ'ЄДНАНА ТОРГОВЕЛЬНА КОМПАНІЯ ""ЄВРОПЛЮС""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
23.09.2025,6930.36,,,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «БРОІЛ ГРУП»,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
23.09.2025,11979.96,,,"Товариство з обмеженою відповідальністю ""БОГІВ""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
23.09.2025,15000.0,,,"Товариство з обмеженою відповідальністю ""ВІТІС ГРУП""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
23.09.2025,4060.08,,,ДЖАННІ-ХХІ ,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
23.09.2025,10621.5,,,ФІЗИЧНА ОСОБА - ПІДПРИЄМЕЦЬ ШИЛЕЦЬ ІРИНА МИКОЛАЇВНА,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
24.09.2025,5000.0,,,"Товариство з обмеженою відповідальністю ""Артвайн Компані""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
24.09.2025,56245.8,,,БЮРО ВИН,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
24.09.2025,35704.5,,,БЮРО ВИН,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
24.09.2025,146403.6,,,"Ukrainian wine company UK LTD, Великобританія",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
25.09.2025,494704.7,,,That’s Life Gourmet Ltd ,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
26.09.2025,5000.0,,,"Товариство з обмеженою відповідальністю ""ВЕСТ ВАЙН""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
29.09.2025,1000.0,,,Товариство з обмеженою відповідальністю «М`ясо та Вино»,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
29.09.2025,10000.0,,,"Товариство з обмеженою відповідальністю ""Артвайн Компані""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
29.09.2025,3030.06,,,Фізична особа-підприємець Городецький Едуард Робертович,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
30.09.2025,350.0,,,"Товариство з обмеженою відповідальністю ""АТРЕЙД 2025""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
